month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-92-436,America/Los_Angeles,CA-318,28.238
2018-05,0002,2-39-92-436,America/Los_Angeles,CA-318,283.718
2018-06,0002,2-39-92-436,America/Los_Angeles,CA-318,418.171
2018-07,0002,2-39-92-436,America/Los_Angeles,CA-318,363.884
2018-08,0002,2-39-92-436,America/Los_Angeles,CA-318,422.883
2018-09,0002,2-39-92-436,America/Los_Angeles,CA-318,382.8082888888889
2018-10,2,2-39-92-436,America/Los_Angeles,CA-318,285.7987463888889
2018-10,0002,2-39-92-436,America/Los_Angeles,CA-318,12.68
2018-11,0002,2-39-92-436,America/Los_Angeles,CA-318,147.972
2018-12,0002,2-39-92-436,America/Los_Angeles,CA-318,152.842
2019-01,0002,2-39-92-436,America/Los_Angeles,CA-318,181.895
2019-02,0002,2-39-92-436,America/Los_Angeles,CA-318,150.952
2019-03,0002,2-39-92-436,America/Los_Angeles,CA-318,135.182
2019-04,0002,2-39-92-436,America/Los_Angeles,CA-318,29.127000000000002
