month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-79-376,America/Los_Angeles,CA-324,40.685
2018-05,0002,2-39-79-376,America/Los_Angeles,CA-324,402.8
2018-06,0002,2-39-79-376,America/Los_Angeles,CA-324,323.348
2018-07,0002,2-39-79-376,America/Los_Angeles,CA-324,524.603
2018-08,0002,2-39-79-376,America/Los_Angeles,CA-324,444.31982194444447
2018-09,0002,2-39-79-376,America/Los_Angeles,CA-324,266.1643966666667
2018-10,2,2-39-79-376,America/Los_Angeles,CA-324,233.555
2018-10,0002,2-39-79-376,America/Los_Angeles,CA-324,62.123
2018-11,0002,2-39-79-376,America/Los_Angeles,CA-324,272.81168722222225
2018-12,0002,2-39-79-376,America/Los_Angeles,CA-324,262.18
2019-01,0002,2-39-79-376,America/Los_Angeles,CA-324,239.472
2019-02,0002,2-39-79-376,America/Los_Angeles,CA-324,165.933
2019-03,0002,2-39-79-376,America/Los_Angeles,CA-324,229.889
2019-04,0002,2-39-79-376,America/Los_Angeles,CA-324,106.741
