month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-79-381,America/Los_Angeles,CA-490,46.098
2018-05,0002,2-39-79-381,America/Los_Angeles,CA-490,341.378
2018-06,0002,2-39-79-381,America/Los_Angeles,CA-490,419.64
2018-07,0002,2-39-79-381,America/Los_Angeles,CA-490,564.724
2018-08,0002,2-39-79-381,America/Los_Angeles,CA-490,665.319
2018-09,0002,2-39-79-381,America/Los_Angeles,CA-490,401.989
2018-10,2,2-39-79-381,America/Los_Angeles,CA-490,374.561
2018-10,0002,2-39-79-381,America/Los_Angeles,CA-490,80.7062325
2018-11,0002,2-39-79-381,America/Los_Angeles,CA-490,516.324
2018-12,0002,2-39-79-381,America/Los_Angeles,CA-490,190.674
2019-01,0002,2-39-79-381,America/Los_Angeles,CA-490,190.322
2019-02,0002,2-39-79-381,America/Los_Angeles,CA-490,239.558
2019-03,0002,2-39-79-381,America/Los_Angeles,CA-490,221.868
2019-04,0002,2-39-79-381,America/Los_Angeles,CA-490,55.916
