month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-91-441,America/Los_Angeles,CA-499,53.061
2018-05,0002,2-39-91-441,America/Los_Angeles,CA-499,255.802
2018-06,0002,2-39-91-441,America/Los_Angeles,CA-499,347.902
2018-07,0002,2-39-91-441,America/Los_Angeles,CA-499,503.403
2018-08,0002,2-39-91-441,America/Los_Angeles,CA-499,367.136
2018-09,0002,2-39-91-441,America/Los_Angeles,CA-499,292.834
2018-10,0002,2-39-91-441,America/Los_Angeles,CA-499,413.264
2018-11,0002,2-39-91-441,America/Los_Angeles,CA-499,287.378
2018-12,0002,2-39-91-441,America/Los_Angeles,CA-499,197.15
2019-01,0002,2-39-91-441,America/Los_Angeles,CA-499,218.46699999999998
2019-02,0002,2-39-91-441,America/Los_Angeles,CA-499,105.92999999999999
2019-03,0002,2-39-91-441,America/Los_Angeles,CA-499,113.29
2019-04,0002,2-39-91-441,America/Los_Angeles,CA-499,167.098
