month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-124-22,America/Los_Angeles,CA-312,48.554
2018-05,0002,2-39-124-22,America/Los_Angeles,CA-312,307.808
2018-06,0002,2-39-124-22,America/Los_Angeles,CA-312,360.582
2018-07,0002,2-39-124-22,America/Los_Angeles,CA-312,267.255
2018-08,0002,2-39-124-22,America/Los_Angeles,CA-312,587.0981861111111
2018-09,0002,2-39-124-22,America/Los_Angeles,CA-312,527.3928716666667
2018-10,2,2-39-124-22,America/Los_Angeles,CA-312,541.8053947222222
2018-10,0002,2-39-124-22,America/Los_Angeles,CA-312,37.694
2018-11,0002,2-39-124-22,America/Los_Angeles,CA-312,217.828
2018-12,0002,2-39-124-22,America/Los_Angeles,CA-312,111.16199999999999
2019-01,0002,2-39-124-22,America/Los_Angeles,CA-312,136.453
2019-02,0002,2-39-124-22,America/Los_Angeles,CA-312,122.582
2019-03,0002,2-39-124-22,America/Los_Angeles,CA-312,91.408
2019-04,0002,2-39-124-22,America/Los_Angeles,CA-312,36.058
