month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-127-19,America/Los_Angeles,CA-309,83.803
2018-05,0002,2-39-127-19,America/Los_Angeles,CA-309,428.429
2018-06,0002,2-39-127-19,America/Los_Angeles,CA-309,548.545
2018-07,0002,2-39-127-19,America/Los_Angeles,CA-309,600.073
2018-08,0002,2-39-127-19,America/Los_Angeles,CA-309,689.31
2018-09,0002,2-39-127-19,America/Los_Angeles,CA-309,737.441
2018-10,2,2-39-127-19,America/Los_Angeles,CA-309,738.8424161111111
2018-10,0002,2-39-127-19,America/Los_Angeles,CA-309,117.723
2018-11,0002,2-39-127-19,America/Los_Angeles,CA-309,324.26
2018-12,0002,2-39-127-19,America/Los_Angeles,CA-309,314.805
2019-01,0002,2-39-127-19,America/Los_Angeles,CA-309,340.331
2019-02,0002,2-39-127-19,America/Los_Angeles,CA-309,290.892
2019-03,0002,2-39-127-19,America/Los_Angeles,CA-309,319.273
2019-04,0002,2-39-127-19,America/Los_Angeles,CA-309,88.95400000000001
