month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-130-564,America/Los_Angeles,CA-510,5.981999999999999
2018-05,0002,2-39-130-564,America/Los_Angeles,CA-510,165.391
2018-06,0002,2-39-130-564,America/Los_Angeles,CA-510,203.82173722222223
2018-07,0002,2-39-130-564,America/Los_Angeles,CA-510,47.833999999999996
2018-08,0002,2-39-130-564,America/Los_Angeles,CA-510,145.159
2018-09,0002,2-39-130-564,America/Los_Angeles,CA-510,205.226
2018-10,0002,2-39-130-564,America/Los_Angeles,CA-510,173.59793055555556
2018-11,0002,2-39-130-564,America/Los_Angeles,CA-510,71.41130777777778
2018-12,0002,2-39-130-564,America/Los_Angeles,CA-510,19.508
2019-01,0002,2-39-130-564,America/Los_Angeles,CA-510,8.045
2019-02,0002,2-39-130-564,America/Los_Angeles,CA-510,7.8759999999999994
2019-04,0002,2-39-130-564,America/Los_Angeles,CA-510,13.911999999999999
