month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-79-382,America/Los_Angeles,CA-491,14.58
2018-05,0002,2-39-79-382,America/Los_Angeles,CA-491,288.721
2018-06,0002,2-39-79-382,America/Los_Angeles,CA-491,369.793
2018-07,0002,2-39-79-382,America/Los_Angeles,CA-491,348.88599999999997
2018-08,0002,2-39-79-382,America/Los_Angeles,CA-491,277.42257222222224
2018-09,0002,2-39-79-382,America/Los_Angeles,CA-491,271.637
2018-10,0002,2-39-79-382,America/Los_Angeles,CA-491,323.2031552777778
2018-11,0002,2-39-79-382,America/Los_Angeles,CA-491,263.671
2018-12,0002,2-39-79-382,America/Los_Angeles,CA-491,214.298
2019-01,0002,2-39-79-382,America/Los_Angeles,CA-491,26.29
2019-02,0002,2-39-79-382,America/Los_Angeles,CA-491,145.705
2019-03,0002,2-39-79-382,America/Los_Angeles,CA-491,134.86599999999999
2019-04,0002,2-39-79-382,America/Los_Angeles,CA-491,72.563
