month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-04,0002,2-39-79-378,America/Los_Angeles,CA-326,40.115
2018-05,0002,2-39-79-378,America/Los_Angeles,CA-326,352.63100000000003
2018-06,0002,2-39-79-378,America/Los_Angeles,CA-326,361.05640222222223
2018-07,0002,2-39-79-378,America/Los_Angeles,CA-326,499.659
2018-08,0002,2-39-79-378,America/Los_Angeles,CA-326,515.7970327777778
2018-09,0002,2-39-79-378,America/Los_Angeles,CA-326,446.363
2018-10,0002,2-39-79-378,America/Los_Angeles,CA-326,374.4189147222222
2018-11,0002,2-39-79-378,America/Los_Angeles,CA-326,282.097
2018-12,0002,2-39-79-378,America/Los_Angeles,CA-326,308.827
2019-01,0002,2-39-79-378,America/Los_Angeles,CA-326,393.139
2019-02,0002,2-39-79-378,America/Los_Angeles,CA-326,331.525
2019-03,0002,2-39-79-378,America/Los_Angeles,CA-326,217.05
2019-04,0002,2-39-79-378,America/Los_Angeles,CA-326,67.976
