month,siteID,stationID,timezone,spaceID,kWhDelivered,MinTemp,MaxTemp,AvgTemp,AvgPrecipitation,AvgHumidity,AvgWindSpeed
2018-05,2,2-39-127-561,America/Los_Angeles,CA-507,122.287,11,32,18.29032258064516,0.0068548387096774,56.45161290322581,9.504032258064516
2018-06,2,2-39-127-561,America/Los_Angeles,CA-507,72.29599999999999,14,32,22.433333333333334,0.0,50.48333333333333,9.220833333333331
2018-07,2,2-39-127-561,America/Los_Angeles,CA-507,67.666,17,44,27.548387096774192,0.0,46.76209677419355,8.536290322580646
2018-08,2,2-39-127-561,America/Los_Angeles,CA-507,99.134,18,38,26.516129032258064,0.0,47.41129032258065,8.705645161290322
2018-09,2,2-39-127-561,America/Los_Angeles,CA-507,142.106,17,35,24.53333333333333,0.0,49.204166666666666,7.2875
2018-10,2,2-39-127-561,America/Los_Angeles,CA-507,161.494,14,32,21.06451612903226,0.0213709677419354,47.125,6.241935483870968
2018-10,2,2-39-127-561,America/Los_Angeles,CA-507,17.356,14,32,21.06451612903226,0.0213709677419354,47.125,6.241935483870968
2018-11,2,2-39-127-561,America/Los_Angeles,CA-507,45.97,11,32,17.733333333333334,0.0583333333333333,38.8125,6.316666666666666
2019-01,2,2-39-127-561,America/Los_Angeles,CA-507,12.375,3,25,12.838709677419354,0.232258064516129,50.44758064516129,6.814516129032258
2019-02,2,2-39-127-561,America/Los_Angeles,CA-507,12.568,3,19,9.892857142857142,0.315625,53.90178571428572,7.026785714285714
