month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-179-815,America/Los_Angeles,AG-3F33,111.00099999999999
2018-10,0001,1-1-179-815,America/Los_Angeles,AG-3F33,273.0014683333333
2018-11,0001,1-1-179-815,America/Los_Angeles,AG-3F33,206.129
2018-12,0001,1-1-179-815,America/Los_Angeles,AG-3F33,219.543
2019-01,0001,1-1-179-815,America/Los_Angeles,AG-3F33,339.351
2019-02,0001,1-1-179-815,America/Los_Angeles,AG-3F33,190.983
2019-03,0001,1-1-179-815,America/Los_Angeles,AG-3F33,209.799
2019-04,0001,1-1-179-815,America/Los_Angeles,AG-3F33,291.515
2019-05,0001,1-1-179-815,America/Los_Angeles,AG-3F33,400.944
2019-06,0001,1-1-179-815,America/Los_Angeles,AG-3F33,294.684
2019-07,0001,1-1-179-815,America/Los_Angeles,AG-3F33,372.5
2019-08,0001,1-1-179-815,America/Los_Angeles,AG-3F33,331.747
