month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-193-829,America/Los_Angeles,AG-1F03,144.273
2018-10,0001,1-1-193-829,America/Los_Angeles,AG-1F03,352.0847322222222
2018-11,0001,1-1-193-829,America/Los_Angeles,AG-1F03,249.702
2018-12,0001,1-1-193-829,America/Los_Angeles,AG-1F03,373.934
2019-01,0001,1-1-193-829,America/Los_Angeles,AG-1F03,428.10699999999997
2019-02,0001,1-1-193-829,America/Los_Angeles,AG-1F03,419.161
2019-03,0001,1-1-193-829,America/Los_Angeles,AG-1F03,552.164
2019-04,0001,1-1-193-829,America/Los_Angeles,AG-1F03,436.948
2019-05,0001,1-1-193-829,America/Los_Angeles,AG-1F03,652.653
2019-06,0001,1-1-193-829,America/Los_Angeles,AG-1F03,388.981
2019-07,0001,1-1-193-829,America/Los_Angeles,AG-1F03,440.19540916666665
2019-08,0001,1-1-193-829,America/Los_Angeles,AG-1F03,544.551
