month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-191-786,America/Los_Angeles,AG-4F36,133.765
2018-10,0001,1-1-191-786,America/Los_Angeles,AG-4F36,250.24805916666668
2018-11,0001,1-1-191-786,America/Los_Angeles,AG-4F36,269.815
2018-12,0001,1-1-191-786,America/Los_Angeles,AG-4F36,139.74200000000002
2019-01,0001,1-1-191-786,America/Los_Angeles,AG-4F36,348.031
2019-02,0001,1-1-191-786,America/Los_Angeles,AG-4F36,294.402
2019-03,0001,1-1-191-786,America/Los_Angeles,AG-4F36,410.82
2019-04,0001,1-1-191-786,America/Los_Angeles,AG-4F36,369.0
2019-05,0001,1-1-191-786,America/Los_Angeles,AG-4F36,375.121
2019-06,0001,1-1-191-786,America/Los_Angeles,AG-4F36,305.763
2019-07,0001,1-1-191-786,America/Los_Angeles,AG-4F36,356.002
2019-08,0001,1-1-191-786,America/Los_Angeles,AG-4F36,393.424
