month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-191-792,America/Los_Angeles,AG-4F37,184.838
2018-10,0001,1-1-191-792,America/Los_Angeles,AG-4F37,210.407
2018-11,0001,1-1-191-792,America/Los_Angeles,AG-4F37,177.422
2018-12,0001,1-1-191-792,America/Los_Angeles,AG-4F37,151.748
2019-01,0001,1-1-191-792,America/Los_Angeles,AG-4F37,202.578
2019-02,0001,1-1-191-792,America/Los_Angeles,AG-4F37,238.237
2019-03,0001,1-1-191-792,America/Los_Angeles,AG-4F37,256.378
2019-04,0001,1-1-191-792,America/Los_Angeles,AG-4F37,318.445
2019-05,0001,1-1-191-792,America/Los_Angeles,AG-4F37,381.373
2019-06,0001,1-1-191-792,America/Los_Angeles,AG-4F37,403.042
2019-07,0001,1-1-191-792,America/Los_Angeles,AG-4F37,324.7183811111111
2019-08,0001,1-1-191-792,America/Los_Angeles,AG-4F37,282.092
