month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-193-827,America/Los_Angeles,AG-1F02,150.461
2018-10,0001,1-1-193-827,America/Los_Angeles,AG-1F02,448.1150136111111
2018-11,0001,1-1-193-827,America/Los_Angeles,AG-1F02,306.341
2018-12,0001,1-1-193-827,America/Los_Angeles,AG-1F02,278.033
2019-01,0001,1-1-193-827,America/Los_Angeles,AG-1F02,355.682
2019-02,0001,1-1-193-827,America/Los_Angeles,AG-1F02,441.111
2019-03,0001,1-1-193-827,America/Los_Angeles,AG-1F02,483.422
2019-04,0001,1-1-193-827,America/Los_Angeles,AG-1F02,485.806
2019-05,0001,1-1-193-827,America/Los_Angeles,AG-1F02,439.098
2019-06,0001,1-1-193-827,America/Los_Angeles,AG-1F02,364.979
2019-07,0001,1-1-193-827,America/Los_Angeles,AG-1F02,305.39
2019-08,0001,1-1-193-827,America/Los_Angeles,AG-1F02,379.343
2019-09,0001,1-1-193-827,America/Los_Angeles,AG-1F02,25.96
