month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-191-784,America/Los_Angeles,AG-4F40,133.574
2018-10,0001,1-1-191-784,America/Los_Angeles,AG-4F40,348.66181083333333
2018-11,0001,1-1-191-784,America/Los_Angeles,AG-4F40,343.924
2018-12,0001,1-1-191-784,America/Los_Angeles,AG-4F40,239.65699999999998
2019-01,0001,1-1-191-784,America/Los_Angeles,AG-4F40,317.034
2019-02,0001,1-1-191-784,America/Los_Angeles,AG-4F40,302.852
2019-03,0001,1-1-191-784,America/Los_Angeles,AG-4F40,346.206
2019-04,0001,1-1-191-784,America/Los_Angeles,AG-4F40,397.343
2019-05,0001,1-1-191-784,America/Los_Angeles,AG-4F40,480.029
2019-06,0001,1-1-191-784,America/Los_Angeles,AG-4F40,374.286
2019-07,0001,1-1-191-784,America/Los_Angeles,AG-4F40,503.0677786111111
2019-08,0001,1-1-191-784,America/Los_Angeles,AG-4F40,532.2149277777778
