month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-191-802,America/Los_Angeles,AG-4F44,280.164
2018-10,0001,1-1-191-802,America/Los_Angeles,AG-4F44,423.2922863888889
2018-11,0001,1-1-191-802,America/Los_Angeles,AG-4F44,373.139
2018-12,0001,1-1-191-802,America/Los_Angeles,AG-4F44,196.662
2019-01,0001,1-1-191-802,America/Los_Angeles,AG-4F44,348.196
2019-02,0001,1-1-191-802,America/Los_Angeles,AG-4F44,305.331
2019-03,0001,1-1-191-802,America/Los_Angeles,AG-4F44,365.01300000000003
2019-04,0001,1-1-191-802,America/Los_Angeles,AG-4F44,522.611
2019-05,0001,1-1-191-802,America/Los_Angeles,AG-4F44,355.419
2019-06,0001,1-1-191-802,America/Los_Angeles,AG-4F44,329.848
2019-07,0001,1-1-191-802,America/Los_Angeles,AG-4F44,407.602
2019-08,0001,1-1-191-802,America/Los_Angeles,AG-4F44,331.219
