month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-194-826,America/Los_Angeles,AG-1F11,174.238
2018-10,0001,1-1-194-826,America/Los_Angeles,AG-1F11,351.3876377777778
2018-11,0001,1-1-194-826,America/Los_Angeles,AG-1F11,306.15999999999997
2018-12,0001,1-1-194-826,America/Los_Angeles,AG-1F11,532.921
2019-01,0001,1-1-194-826,America/Los_Angeles,AG-1F11,727.308
2019-02,0001,1-1-194-826,America/Los_Angeles,AG-1F11,605.796
2019-03,0001,1-1-194-826,America/Los_Angeles,AG-1F11,709.063
2019-04,0001,1-1-194-826,America/Los_Angeles,AG-1F11,633.898
2019-05,0001,1-1-194-826,America/Los_Angeles,AG-1F11,776.144
2019-06,0001,1-1-194-826,America/Los_Angeles,AG-1F11,646.77
2019-07,0001,1-1-194-826,America/Los_Angeles,AG-1F11,737.868
2019-08,0001,1-1-194-826,America/Los_Angeles,AG-1F11,657.123
