month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-179-813,America/Los_Angeles,AG-3F15,99.4
2018-10,0001,1-1-179-813,America/Los_Angeles,AG-3F15,339.6810752777778
2018-11,0001,1-1-179-813,America/Los_Angeles,AG-3F15,279.79200000000003
2018-12,0001,1-1-179-813,America/Los_Angeles,AG-3F15,422.023
2019-01,0001,1-1-179-813,America/Los_Angeles,AG-3F15,531.298
2019-02,0001,1-1-179-813,America/Los_Angeles,AG-3F15,512.83
2019-03,0001,1-1-179-813,America/Los_Angeles,AG-3F15,368.724
2019-04,0001,1-1-179-813,America/Los_Angeles,AG-3F15,419.922
2019-05,0001,1-1-179-813,America/Los_Angeles,AG-3F15,424.90999999999997
2019-06,0001,1-1-179-813,America/Los_Angeles,AG-3F15,415.4517213888889
2019-07,0001,1-1-179-813,America/Los_Angeles,AG-3F15,429.41
2019-08,0001,1-1-179-813,America/Los_Angeles,AG-3F15,458.956
