month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-191-795,America/Los_Angeles,AG-4F51,223.519
2018-10,0001,1-1-191-795,America/Los_Angeles,AG-4F51,453.4035216666667
2018-11,0001,1-1-191-795,America/Los_Angeles,AG-4F51,230.917
2018-12,0001,1-1-191-795,America/Los_Angeles,AG-4F51,189.396
2019-01,0001,1-1-191-795,America/Los_Angeles,AG-4F51,326.109
2019-02,0001,1-1-191-795,America/Los_Angeles,AG-4F51,375.582
2019-03,0001,1-1-191-795,America/Los_Angeles,AG-4F51,356.027
2019-04,0001,1-1-191-795,America/Los_Angeles,AG-4F51,424.192
2019-05,0001,1-1-191-795,America/Los_Angeles,AG-4F51,473.089
2019-06,0001,1-1-191-795,America/Los_Angeles,AG-4F51,376.09000000000003
2019-07,0001,1-1-191-795,America/Los_Angeles,AG-4F51,515.706
2019-08,0001,1-1-191-795,America/Los_Angeles,AG-4F51,468.625
