month,siteID,stationID,timezone,spaceID,kWhDelivered
2018-09,0001,1-1-193-816,America/Los_Angeles,AG-1F05,152.774
2018-10,0001,1-1-193-816,America/Los_Angeles,AG-1F05,498.8003130555556
2018-11,0001,1-1-193-816,America/Los_Angeles,AG-1F05,490.775
2018-12,0001,1-1-193-816,America/Los_Angeles,AG-1F05,349.263
2019-01,0001,1-1-193-816,America/Los_Angeles,AG-1F05,370.779
2019-02,0001,1-1-193-816,America/Los_Angeles,AG-1F05,348.162
2019-03,0001,1-1-193-816,America/Los_Angeles,AG-1F05,494.95799999999997
2019-04,0001,1-1-193-816,America/Los_Angeles,AG-1F05,581.419
2019-05,0001,1-1-193-816,America/Los_Angeles,AG-1F05,473.214
2019-06,0001,1-1-193-816,America/Los_Angeles,AG-1F05,481.597
2019-07,0001,1-1-193-816,America/Los_Angeles,AG-1F05,440.3482877777778
2019-08,0001,1-1-193-816,America/Los_Angeles,AG-1F05,587.411601111111
